Method,RMSE,MAE,MAPE (%),MASE,SMAPE (%),Correlation
FT Steps Ahead,271002.10829207586,230116.3,4.7740249165029285,2.2530932553961236,4.853222235219744,-0.23890520023919518
ZR Steps Ahead,282674.6327725571,200675.2,4.384126401666859,1.9648323028193493,4.215293658307315,-0.540866688243672
FT Rolling Origin,375245.99469268153,275416.2,6.023429423194611,2.69662941150553,5.696417679197334,-0.5082825713673756
ZR Rolling Origin,268888.96851581696,230095.6,4.795193475218353,2.2528905794866523,4.851260322375442,-0.4749211266653084
