Method,RMSE,MAE,MAPE (%),MASE,SMAPE (%),Correlation
FT Steps Ahead,36184.04053807068,28589.51875,5.958003769250486,2.4797073301480363,6.251893316633278,-0.11886236473770496
ZR Steps Ahead,22987.151905504907,16853.81875,3.649939552571549,1.461813270129334,3.6218301959474175,-0.42591429458715707
FT Rolling Origin,29144.896851359197,25501.18125,5.372798308387174,2.2118408716851405,5.550959084584896,0.21149944072671897
ZR Rolling Origin,35975.096607657266,29525.30625,6.518769253519878,2.5608727090934553,6.216089739324805,-0.16849685609191184
